Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Date,Day_Type_Description,Year,Month_of_Year,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type_Description,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2020S002311    ,Sants-Montjuďc,la Marina del Prat Vermell,A Zona Franca,Tuesday,2020-05-26,Laboral,2020,5,May,26,Night,22:00:00,Unknown,Motorcycle,Male,37,Driver,Unknown,Unknown,In transit (commuting),Uninjured,427883.21,4576029.38,2.13706063,41.330672543
2020S002312    ,Sants-Montjuďc,Hostafrancs,Bordeta,Tuesday,2020-05-26,Laboral,2020,5,May,26,Night,22:00:00,Unknown,Car,Male,29,Driver,Unknown,Unknown,Taxi,Uninjured,428716.62,4580817.09,2.14645637,41.373868189
2020S002312    ,Sants-Montjuďc,Hostafrancs,Bordeta,Tuesday,2020-05-26,Laboral,2020,5,May,26,Night,22:00:00,Unknown,Bicicleta,Male,31,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,428716.62,4580817.09,2.14645637,41.373868189
2020S002313    ,Eixample,Sant Antoni,Vilamarí,Tuesday,2020-05-26,Laboral,2020,5,May,26,Afternoon,21:00:00,Unknown,Altres vehicles sense motor,Male,28,Driver,Unknown,Unknown,Activitat esportiva particular,Uninjured,429261.7,4581082.43,2.15294286,41.376306143
2020S002313    ,Eixample,Sant Antoni,Vilamarí,Tuesday,2020-05-26,Laboral,2020,5,May,26,Afternoon,21:00:00,Unknown,Bicicleta,Male,29,Driver,Unknown,Unknown,Activitat esportiva particular,Minor injury: Hospitalization up to 24 hours,429261.7,4581082.43,2.15294286,41.376306143
2020S002314    ,Nou Barris,Vilapicina i la Torre Llobeta,Mare de Déu de les Neus,Wednesday,2020-05-27,Laboral,2020,5,May,27,Night,00:00:00,Unknown,Motorcycle,Male,46,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430803.88,4586888.26,2.1707193,41.428731542
2020S002315    ,Nou Barris,les Roquetes,Dalt (Besňs),Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,06:00:00,Unknown,Motorcycle,Male,53,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,431331.66,4588754.38,2.17682309,41.445584325
2020S002315    ,Nou Barris,les Roquetes,Dalt (Besňs),Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,06:00:00,Unknown,Car,Male,41,Driver,Unknown,Unknown,Unknown,Uninjured,431331.66,4588754.38,2.17682309,41.445584325
2020S002316    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,General Mitre,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,10:00:00,Unknown,Motorcycle,Male,30,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,428273.47,4584196.02,2.14075735,41.404261561
2020S002316    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,General Mitre,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,10:00:00,Unknown,"Camió rígid <= 3,5 tones",Male,44,Driver,Unknown,Unknown,On a mission,Uninjured,428273.47,4584196.02,2.14075735,41.404261561
2020S002317    ,Eixample,la Dreta de l'Eixample,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,10:00:00,Unknown,Ciclomotor,Male,60,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430848.76,4583597.11,2.17163278,41.399093139
2020S002317    ,Eixample,la Dreta de l'Eixample,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,10:00:00,Unknown,Car,Male,48,Driver,Unknown,Unknown,Unknown,Uninjured,430848.76,4583597.11,2.17163278,41.399093139
2020S002318    ,Sants-Montjuďc,la Marina del Prat Vermell,Litoral (Llobregat),Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,12:00:00,Unknown,Tractor camió,Male,48,Driver,Unknown,Unknown,On a mission,Uninjured,427017.84,4577279.25,2.12657009,41.341851784
2020S002318    ,Sants-Montjuďc,la Marina del Prat Vermell,Litoral (Llobregat),Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,12:00:00,Unknown,Car,Male,51,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,427017.84,4577279.25,2.12657009,41.341851784
2020S002319    ,Eixample,la Sagrada Família,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Unknown,Furgoneta,Female,28,Driver,Unknown,Unknown,On a mission,Uninjured,431243.49,4583952.17,2.17631404,41.402324924
2020S002319    ,Eixample,la Sagrada Família,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Unknown,Car,Male,64,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Refused medical assistance,431243.49,4583952.17,2.17631404,41.402324924
2020S002319    ,Eixample,la Sagrada Família,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Unknown,Furgoneta,Male,39,Driver,Unknown,Unknown,On a mission,Uninjured,431243.49,4583952.17,2.17631404,41.402324924
2020S002319    ,Eixample,la Sagrada Família,Valčncia,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Unknown,Car,Female,58,Passenger,Unknown,Unknown,Unknown,Minor injury: Refused medical assistance,431243.49,4583952.17,2.17631404,41.402324924
2020S002320    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Balmes,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Desobeir el senyal del semŕfor,Motorcycle,Female,40,Pedestrian,Unknown,Unknown,Unknown,Uninjured,428115.75,4584393.63,2.13884715,41.40602726
2020S002320    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Balmes,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,13:00:00,Desobeir el senyal del semŕfor,Motorcycle,Male,58,Driver,Unknown,Unknown,Other activities,Minor injury: Medical assistance at accident site,428115.75,4584393.63,2.13884715,41.40602726
2020S002321    ,Grŕcia,el Camp d'en Grassot i Grŕcia Nova,Cňrsega,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,12:00:00,Unknown,Motorcycle,Male,73,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,430539.66,4584015.02,2.16788747,41.40283046
2020S002321    ,Grŕcia,el Camp d'en Grassot i Grŕcia Nova,Cňrsega,Wednesday,2020-05-27,Laboral,2020,5,May,27,Morning,12:00:00,Unknown,Furgoneta,Male,51,Driver,Unknown,Unknown,Professional goods transport,Uninjured,430539.66,4584015.02,2.16788747,41.40283046
2020S002322    ,Sants-Montjuďc,la Marina del Prat Vermell,Motors,Tuesday,2020-05-26,Laboral,2020,5,May,26,Morning,12:00:00,Unknown,Car,Male,64,Driver,Unknown,Unknown,Unknown,Uninjured,428662.4,4578290.17,2.14610542,41.351104217
2020S002323    ,Horta-Guinardó,el Carmel,Doctor Bové,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,15:00:00,Unknown,Motorcycle,Male,42,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429950.8,4586025.99,2.16061043,41.420891421
2020S002323    ,Horta-Guinardó,el Carmel,Doctor Bové,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,15:00:00,Unknown,"Camió rígid <= 3,5 tones",Male,42,Driver,Unknown,Unknown,Cleaning or garbage collection service,Uninjured,429950.8,4586025.99,2.16061043,41.420891421
2020S002324    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,17:00:00,Unknown,Taxi,Male,43,Driver,Unknown,Unknown,Taxi,Uninjured,428975.98,4582528.19,2.14935685,41.389302429
2020S002324    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,17:00:00,Unknown,Ciclomotor,Female,28,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,428975.98,4582528.19,2.14935685,41.389302429
2020S002325    ,Ciutat Vella,el Barri Gňtic,Laietana,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,20:00:00,Unknown,Motorcycle,Female,43,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431045.86,4582285.18,2.17413987,41.387293917
2020S002326    ,Sant Andreu,Navas,Espronceda,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,19:00:00,Desobeir el senyal del semŕfor,Motorcycle,Male,56,Driver,In crossing regulated by traffic lights,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,431917.32,4586008.44,2.18414304,41.420902493
2020S002326    ,Sant Andreu,Navas,Espronceda,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,19:00:00,Desobeir el senyal del semŕfor,Motorcycle,Male,15,Pedestrian,In crossing regulated by traffic lights,Other activities,Unknown,Uninjured,431917.32,4586008.44,2.18414304,41.420902493
2020S002326    ,Sant Andreu,Navas,Espronceda,Wednesday,2020-05-27,Laboral,2020,5,May,27,Afternoon,19:00:00,Desobeir el senyal del semŕfor,Motorcycle,Female,48,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Uninjured,431917.32,4586008.44,2.18414304,41.420902493
2020S002327    ,Sant Andreu,la Trinitat Vella,C-17 (Puigcerdŕ),Thursday,2020-05-28,Laboral,2020,5,May,28,Night,01:00:00,Unknown,Car,Male,22,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432333.4,4589853.7,2.18869085,41.455570619
2020S002328    ,Sant Andreu,Sant Andreu,Llenguadoc,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,07:00:00,Unknown,Bicicleta,Male,38,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432224.86,4587121.45,2.18769812,41.430953032
2020S002328    ,Sant Andreu,Sant Andreu,Llenguadoc,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,07:00:00,Unknown,Bicicleta,Male,46,Driver,Unknown,Unknown,Unknown,Uninjured,432224.86,4587121.45,2.18769812,41.430953032
2020S002329    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,08:00:00,Unknown,Car,Female,36,Driver,Unknown,Unknown,In transit (commuting),Uninjured,429409.95,4583229.37,2.15446525,41.395655938
2020S002329    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,08:00:00,Unknown,Motorcycle,Female,36,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,429409.95,4583229.37,2.15446525,41.395655938
2020S002330    ,Les Corts,les Corts,Numŕncia,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,09:00:00,Desobeir el senyal del semŕfor,Car,Female,55,Driver,In crossing regulated by traffic lights,Unknown,Unknown,Uninjured,427565.25,4582653.24,2.13246997,41.390302833
2020S002330    ,Les Corts,les Corts,Numŕncia,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,09:00:00,Desobeir el senyal del semŕfor,Car,Female,76,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427565.25,4582653.24,2.13246997,41.390302833
2020S002331    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Tibidabo,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,10:00:00,Unknown,Motorcycle,Female,45,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,427966.54,4584892.96,2.13700272,41.410511156
2020S002331    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Tibidabo,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,10:00:00,Unknown,Car,Male,33,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,427966.54,4584892.96,2.13700272,41.410511156
2020S002332    ,Eixample,la Sagrada Família,Lepant,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,08:00:00,Unknown,"Camió rígid > 3,5 tones",Male,40,Driver,Unknown,Unknown,On a mission,Uninjured,431340.55,4584136.72,2.17745415,41.403995408
2020S002333    ,Sant Martí,el Poblenou,Pujades,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,10:00:00,Unknown,Motorcycle,Male,46,Driver,Unknown,Unknown,On a mission,Minor injury: Medical assistance at accident site,433457.92,4584068.31,2.20279087,41.403557405
2020S002333    ,Sant Martí,el Poblenou,Pujades,Thursday,2020-05-28,Laboral,2020,5,May,28,Morning,10:00:00,Unknown,"Camió rígid <= 3,5 tones",Male,36,Driver,Unknown,Unknown,In transit (commuting),Uninjured,433457.92,4584068.31,2.20279087,41.403557405
2020S002334    ,Sarriŕ-Sant Gervasi,Sarriŕ,Bonanova,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,14:00:00,Unknown,Car,Male,33,Driver,Unknown,Unknown,Unknown,Uninjured,426822.03,4583866.92,2.12343442,41.401166623
2020S002334    ,Sarriŕ-Sant Gervasi,Sarriŕ,Bonanova,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,14:00:00,Unknown,Tot terreny,Female,53,Driver,Unknown,Unknown,Unknown,Minor injury: Refused medical assistance,426822.03,4583866.92,2.12343442,41.401166623
2020S002335    ,Sant Andreu,el Bon Pastor,Litoral (Llobregat),Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,14:00:00,Unknown,Car,Male,49,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,433967.54,4587894.74,2.20846918,41.438063081
2020S002335    ,Sant Andreu,el Bon Pastor,Litoral (Llobregat),Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,14:00:00,Unknown,Car,Male,59,Driver,Unknown,Unknown,Unknown,Uninjured,433967.54,4587894.74,2.20846918,41.438063081
2020S002336    ,Sants-Montjuďc,Hostafrancs,Espanya,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,17:00:00,Unknown,Furgoneta,Male,50,Driver,Unknown,Unknown,On a mission,Uninjured,428856.77,4580938.01,2.14811793,41.374969684
2020S002336    ,Sants-Montjuďc,Hostafrancs,Espanya,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,17:00:00,Unknown,Motorcycle,Male,41,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428856.77,4580938.01,2.14811793,41.374969684
2020S002337    ,Sants-Montjuďc,Hostafrancs,Corts Catalanes,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,15:00:00,Unknown,Car,Male,54,Driver,Unknown,Unknown,Other activities,Uninjured,428831.97,4580872.86,2.14782904,41.374380705
2020S002337    ,Sants-Montjuďc,Hostafrancs,Corts Catalanes,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,15:00:00,Unknown,Car,Male,35,Driver,Unknown,Unknown,Other activities,Uninjured,428831.97,4580872.86,2.14782904,41.374380705
2020S002337    ,Sants-Montjuďc,Hostafrancs,Corts Catalanes,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,15:00:00,Unknown,Car,Female,32,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428831.97,4580872.86,2.14782904,41.374380705
2020S002338    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,15:00:00,Desobeir el senyal del semŕfor,Car,Male,1,Pedestrian,In crossing regulated by traffic lights,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,428942.65,4581541.58,2.149074,41.380413428
2020S002339    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Alacant,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,17:00:00,Unknown,Car,Female,87,Driver,Unknown,Unknown,Unknown,Unknown,427664.63,4583792.71,2.13352236,41.400574533
2020S002339    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Alacant,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,17:00:00,Unknown,Car,Female,40,Driver,Unknown,Unknown,Unknown,Unknown,427664.63,4583792.71,2.13352236,41.400574533
2020S002339    ,Sarriŕ-Sant Gervasi,Sant Gervasi - la Bonanova,Alacant,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,17:00:00,Unknown,Car,Male,45,Driver,Unknown,Unknown,Unknown,Unknown,427664.63,4583792.71,2.13352236,41.400574533
2020S002340    ,Sants-Montjuďc,la Font de la Guatlla,Sant Germŕ,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,15:00:00,Unknown,Car,Male,46,Driver,Unknown,Unknown,Unknown,Uninjured,428724.3,4580575.5,2.14657661,41.371692949
2020S002341    ,Sant Martí,el Besňs i el Maresme,Bernat Metge,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,18:00:00,Unknown,Motorcycle,Male,9,Passenger,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,434129.16,4585843.69,2.21062721,41.419603121
2020S002341    ,Sant Martí,el Besňs i el Maresme,Bernat Metge,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,18:00:00,Unknown,Veh. mobilitat personal amb motor,Female,21,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,434129.16,4585843.69,2.21062721,41.419603121
2020S002341    ,Sant Martí,el Besňs i el Maresme,Bernat Metge,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,18:00:00,Unknown,Motorcycle,Female,42,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,434129.16,4585843.69,2.21062721,41.419603121
2020S002342    ,Les Corts,les Corts,Mig (Ascendent),Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Car,Female,44,Driver,Unknown,Unknown,In transit (commuting),Uninjured,427354.46,4582898.6,2.12991951,41.392493671
2020S002342    ,Les Corts,les Corts,Mig (Ascendent),Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Car,Male,54,Driver,Unknown,Unknown,Unknown,Uninjured,427354.46,4582898.6,2.12991951,41.392493671
2020S002342    ,Les Corts,les Corts,Mig (Ascendent),Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Motorcycle,Male,22,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427354.46,4582898.6,2.12991951,41.392493671
2020S002343    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Motorcycle,Male,51,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,428874.99,4584388.52,2.14793039,41.406048807
2020S002343    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Car,Male,55,Driver,Unknown,Unknown,Other activities,Uninjured,428874.99,4584388.52,2.14793039,41.406048807
2020S002343    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Car,Female,54,Passenger,Unknown,Unknown,Unknown,Minor injury: Refused medical assistance,428874.99,4584388.52,2.14793039,41.406048807
2020S002343    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,19:00:00,Unknown,Car,Female,79,Driver,Unknown,Unknown,Other activities,Uninjured,428874.99,4584388.52,2.14793039,41.406048807
2020S002344    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,21:00:00,Unknown,Car,Male,38,Driver,Unknown,Unknown,Unknown,Uninjured,433493.88,4584562.41,2.20316672,41.408010614
2020S002344    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,21:00:00,Unknown,Car,Female,34,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433493.88,4584562.41,2.20316672,41.408010614
2020S002344    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,21:00:00,Unknown,Car,Male,41,Driver,Unknown,Unknown,Unknown,Uninjured,433493.88,4584562.41,2.20316672,41.408010614
2020S002345    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Thursday,2020-05-28,Laboral,2020,5,May,28,Night,22:00:00,Unknown,Motorcycle,Male,30,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,429862.12,4582405.47,2.15996909,41.388274931
2020S002345    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Thursday,2020-05-28,Laboral,2020,5,May,28,Night,22:00:00,Unknown,Motorcycle,Male,31,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429862.12,4582405.47,2.15996909,41.388274931
2020S002346    ,Eixample,la Dreta de l'Eixample,Grŕcia,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,21:00:00,Unknown,Car,Male,28,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430276.3,4582883.16,2.1648675,41.39261336
2020S002346    ,Eixample,la Dreta de l'Eixample,Grŕcia,Thursday,2020-05-28,Laboral,2020,5,May,28,Afternoon,21:00:00,Unknown,Motorcycle,Male,46,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430276.3,4582883.16,2.1648675,41.39261336
2020S002347    ,Eixample,el Fort Pienc,Marina,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,09:00:00,Unknown,Autobús,Male,54,Driver,Unknown,Unknown,Urban bus,Uninjured,432070.11,4583120.68,2.18629561,41.394906237
2020S002347    ,Eixample,el Fort Pienc,Marina,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,09:00:00,Unknown,Motorcycle,Male,56,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,432070.11,4583120.68,2.18629561,41.394906237
2020S002348    ,Eixample,la Sagrada Família,Mallorca,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,08:00:00,Desobeir el senyal del semŕfor,Veh. mobilitat personal amb motor,Male,28,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Minor injury: Medical assistance at accident site,431171.17,4584068.35,2.17543572,41.40336513
2020S002348    ,Eixample,la Sagrada Família,Mallorca,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,08:00:00,Desobeir el senyal del semŕfor,Veh. mobilitat personal amb motor,Female,31,Driver,In crossing regulated by traffic lights,Unknown,On a mission,Minor injury: Medical assistance at accident site,431171.17,4584068.35,2.17543572,41.40336513
2020S002349    ,Eixample,l'Antiga Esquerra de l'Eixample,Casanova,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,08:00:00,Unknown,Autobús,Female,70,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429447.23,4582425.97,2.1550048,41.388423264
2020S002349    ,Eixample,l'Antiga Esquerra de l'Eixample,Casanova,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,08:00:00,Unknown,Autobús,Male,44,Driver,Unknown,Unknown,Urban bus,Uninjured,429447.23,4582425.97,2.1550048,41.388423264
2020S002350    ,Nou Barris,les Roquetes,Vell de la Pedrera,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,11:00:00,Unknown,Motorcycle,Female,39,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431470.41,4588820.7,2.17847642,41.446193508
2020S002350    ,Nou Barris,les Roquetes,Vell de la Pedrera,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,11:00:00,Unknown,Car,Male,62,Driver,Unknown,Unknown,Unknown,Uninjured,431470.41,4588820.7,2.17847642,41.446193508
2020S002351    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,11:00:00,Unknown,Motorcycle,Male,31,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,428776.48,4581768.81,2.1470602,41.38244531
2020S002351    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,11:00:00,Unknown,Car,Male,79,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,428776.48,4581768.81,2.1470602,41.38244531
2020S002352    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,12:00:00,Unknown,Furgoneta,Male,42,Driver,Unknown,Unknown,On a mission,Uninjured,429508.67,4582710.99,2.15570641,41.390995732
2020S002352    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-05-29,Laboral,2020,5,May,29,Morning,12:00:00,Unknown,Motorcycle,Male,45,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429508.67,4582710.99,2.15570641,41.390995732
2020S002353    ,Eixample,el Fort Pienc,Marina,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,14:00:00,Unknown,Tot terreny,Male,33,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,431847.78,4583352.9,2.18361019,41.396978955
2020S002353    ,Eixample,el Fort Pienc,Marina,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,14:00:00,Unknown,Bicicleta,Male,33,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431847.78,4583352.9,2.18361019,41.396978955
2020S002354    ,Grŕcia,el Coll,Sant Eudald,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,15:00:00,Unknown,Motorcycle,Female,51,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428851.34,4585397.66,2.14752874,41.415135643
2020S002354    ,Grŕcia,el Coll,Sant Eudald,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,15:00:00,Unknown,Motorcycle,Male,37,Driver,Unknown,Unknown,On a mission,Minor injury: Medical assistance at accident site,428851.34,4585397.66,2.14752874,41.415135643
2020S002354    ,Grŕcia,el Coll,Sant Eudald,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,15:00:00,Unknown,Motorcycle,Male,60,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,428851.34,4585397.66,2.14752874,41.415135643
2020S002355    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,16:00:00,Unknown,Motorcycle,Male,47,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430028.51,4582178.88,2.16198524,41.386248606
2020S002355    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,16:00:00,Unknown,Car,Female,33,Driver,Unknown,Unknown,Unknown,Uninjured,430028.51,4582178.88,2.16198524,41.386248606
2020S002356    ,Horta-Guinardó,el Carmel,Llobregós,Friday,2020-05-29,Laboral,2020,5,May,29,Afternoon,17:00:00,Unknown,Car,Female,23,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Minor injury: Medical assistance at accident site,429702.44,4586509.0,2.15758248,41.425220002
